0	8.17492
1	28.1016
2	42.2422
3	53.9587
4	66.6483
5	113.132
6	149.166
7	182.555
8	222.439
9	232.327
10	236.892
11	244.885
12	269.166
13	291.313
14	353.991
0	13.2556
1	44.7535
2	98.2789
3	130.874
4	139.918
5	148.297
6	152.715
7	158.097
8	175.01
9	213.597
10	241.191
11	250.288
12	260.834
13	275.774
0	35.6237
1	21.8021
2	72.3534
3	23.0356
4	10.9851
5	57.6625
6	12.0456
7	30.4832
8	40.5818
9	40.1753
10	15.1183
11	13.0544
12	12.9407
13	29.8016
14	24.265
15	14.9361
16	20.9779
17	21.1541
18	19.0993
19	14.6617
20	14.8735
21	11.5569
22	43.5443
23	11.9481
24	13.6483
25	71.004
26	19.0911
27	12.0924
28	33.5169
29	15.243
