0	7.26079
0	7.93149
0	8.25972
0	8.55836
0	8.86426
1	12.0738
1	14.6929
1	15.8176
1	17.086
1	17.8921
1	18.2051
1	18.5075
1	18.8029
1	19.1395
1	19.4509
1	19.7483
1	20.0815
1	20.4061
1	20.7125
1	21.4105
1	23.0535
1	23.5812
1	24.0031
1	24.4658
1	24.8882
1	25.3401
1	25.7981
1	26.2717
1	26.7422
1	27.1909
1	27.8281
1	28.2591
1	28.5761
1	28.9374
1	29.3053
1	29.8283
1	30.6618
1	31.5146
1	31.9263
1	33.8358
1	34.6857
1	35.4723
1	36.2177
1	37.0274
1	37.2862
1	37.5282
1	37.7739
1	38.0153
1	38.2677
1	38.5057
1	38.7505
1	39.0137
1	39.2954
1	39.5342
1	39.7682
1	40.0023
2	39.7363
2	39.9831
2	40.2182
2	40.4516
2	40.6944
2	40.9272
2	41.1594
2	41.3906
2	41.6369
2	41.8708
2	42.1027
2	42.3542
2	42.6094
2	42.8525
2	43.0887
2	43.3223
2	43.554
2	43.7987
2	44.036
2	44.2724
2	44.5085
2	44.7605
3	44.4998
3	44.7456
3	44.9811
3	45.3003
3	45.6336
3	45.9726
3	46.3116
3	46.6411
3	46.971
3	47.3114
3	47.6371
3	47.9601
3	48.2969
3	48.6271
3	48.9522
3	49.2878
3	49.6131
3	49.9516
3	50.2953
3	50.6195
3	50.9439
3	51.2833
3	51.6088
3	51.9392
3	52.3041
3	52.6156
3	52.9367
3	53.6891
3	54.5861
3	54.7962
3	54.9793
3	55.1881
3	55.3667
3	55.5363
3	55.707
3	55.8747
3	56.0435
3	56.2264
3	56.4043
3	56.5729
3	56.741
3	56.9081
3	57.0746
3	57.3355
3	57.5189
3	57.6883
3	57.8633
3	58.0339
3	58.2614
3	58.4522
3	58.622
3	58.7909
3	58.9565
3	59.1233
3	59.3036
3	59.4828
3	59.6521
3	59.8195
3	60.5225
3	60.8199
3	61.0751
3	61.4305
3	61.7721
3	63.8981
4	65.5505
4	66.4139
4	66.7713
4	67.0833
4	67.4226
5	75.3271
5	75.6522
5	75.8665
5	76.0788
5	76.2827
5	76.5058
5	76.7126
5	76.9383
5	77.1443
5	77.3478
5	77.564
5	77.7723
5	77.975
5	78.1776
5	78.3793
5	78.5824
5	78.7876
5	79.0554
5	79.3219
5	79.6053
5	79.8809
5	80.1808
5	80.5184
5	80.8307
5	81.8227
5	82.6998
5	83.0098
5	83.9654
5	85.2696
5	86.2955
5	86.9667
5	87.9144
5	88.6604
5	89.4135
5	90.0945
5	90.6194
5	90.8544
5	91.0614
5	91.2674
5	91.4856
5	91.6937
5	91.8959
5	92.1805
5	92.3932
5	92.6235
5	92.8423
5	93.0893
5	93.2926
5	93.5074
5	93.7116
5	93.9132
5	94.1144
5	94.3153
5	94.5315
5	94.7357
5	94.9363
5	95.1378
5	95.34
5	95.5695
5	95.8125
5	96.0154
5	96.2171
5	96.4189
5	96.6886
5	96.9327
5	97.1393
5	97.3426
5	97.561
5	97.7675
5	97.9678
5	98.1692
5	98.3699
5	98.6078
5	98.8158
5	99.0185
5	99.2197
5	99.4206
5	99.6335
5	99.8381
5	100.04
5	100.243
5	100.445
5	100.663
5	100.905
5	101.109
5	101.312
5	101.514
5	101.787
5	102.135
5	102.912
5	103.69
5	104.197
5	104.526
5	104.831
5	105.074
5	105.282
5	105.485
5	105.701
5	105.906
5	106.201
5	106.483
5	106.807
5	107.115
5	107.338
5	107.553
5	107.793
5	108
5	108.207
5	108.409
5	108.625
5	108.851
5	109.056
5	109.258
5	109.464
5	109.68
5	109.883
5	110.084
5	110.285
5	110.487
5	110.699
5	110.904
5	111.104
5	111.304
5	111.504
5	111.718
5	111.921
5	112.124
5	112.326
5	112.528
5	112.743
5	112.972
5	113.176
5	113.379
5	113.58
5	113.791
5	113.992
5	114.193
5	114.395
5	114.596
5	114.825
5	115.028
5	115.233
5	115.434
5	115.646
5	115.851
5	116.054
5	116.256
5	116.458
5	116.677
5	116.9
5	117.104
5	117.304
5	117.505
5	117.718
5	117.922
5	118.124
5	118.325
5	118.615
5	118.854
5	119.06
5	119.262
5	119.466
5	119.681
5	119.884
5	120.087
5	120.29
5	120.493
5	120.707
5	120.925
5	121.128
5	121.331
5	121.534
5	121.747
5	121.953
5	122.155
5	122.363
5	122.57
5	122.783
5	122.989
5	123.192
5	123.392
5	123.594
5	123.81
5	124.013
5	124.215
5	124.422
5	124.623
5	124.898
5	125.107
5	125.31
5	125.518
5	125.731
5	125.936
5	126.138
5	126.338
5	126.543
5	126.756
5	126.958
5	127.16
5	127.363
5	127.564
5	127.78
5	127.985
5	128.187
5	128.392
5	128.593
5	128.846
5	129.055
5	129.26
5	129.463
5	129.667
5	129.884
5	130.088
5	130.29
5	130.496
5	130.699
5	130.917
5	131.119
5	131.322
5	131.526
5	131.741
5	131.946
5	132.149
5	132.354
5	132.56
5	132.783
5	132.99
5	133.192
5	133.392
5	133.594
5	133.806
5	134.01
5	134.212
5	134.413
5	134.613
5	134.827
5	135.031
5	135.251
5	135.463
5	135.665
5	135.888
5	136.092
5	136.294
5	136.494
5	136.696
5	136.931
5	137.137
5	137.342
5	137.546
5	137.76
5	137.969
5	138.172
5	138.376
5	138.578
5	138.793
5	138.998
5	139.202
5	139.404
5	139.608
5	139.823
5	140.028
5	140.231
5	140.435
5	140.64
5	140.872
5	141.078
5	141.282
5	141.494
5	141.698
5	141.914
5	142.119
5	142.322
5	142.528
5	142.729
5	142.941
5	143.153
5	143.357
5	143.559
6	143.321
6	143.543
6	143.744
6	143.945
6	144.146
6	144.372
6	144.565
6	144.764
6	144.966
6	145.174
6	145.415
6	145.63
6	145.833
6	146.034
6	146.235
6	146.451
6	146.657
6	146.86
6	147.065
6	147.268
6	147.482
6	147.689
6	147.892
6	148.096
6	148.297
6	148.575
6	148.781
6	148.987
6	149.189
6	149.405
6	149.612
6	149.814
6	150.017
6	150.22
6	150.431
6	150.636
6	150.838
6	151.04
6	151.242
6	151.46
6	151.69
6	151.895
6	152.098
6	152.301
6	152.528
6	152.734
6	152.934
6	153.136
6	153.336
6	153.55
6	153.754
6	153.957
6	154.158
6	154.362
6	154.575
6	154.778
6	154.979
7	154.759
7	154.978
7	155.179
7	155.378
7	155.58
7	155.816
7	156.053
7	156.258
7	156.461
7	156.664
7	156.865
7	157.081
7	157.287
7	157.489
7	157.689
7	157.889
7	158.101
7	158.306
7	158.508
7	158.709
7	158.91
7	159.125
7	159.329
7	159.53
7	159.731
7	159.932
7	160.169
7	160.381
7	160.583
7	160.785
7	160.987
7	161.2
7	161.404
7	161.604
7	161.807
7	162.009
7	162.22
7	162.422
7	162.626
7	162.827
7	163.029
7	163.248
7	163.452
7	163.652
7	163.853
7	164.102
7	164.308
7	164.51
7	164.816
7	165.113
7	165.408
7	165.703
7	165.998
7	166.313
7	166.614
7	166.911
7	167.215
7	167.517
7	167.812
7	168.148
7	168.452
7	168.745
7	169.038
7	169.355
7	169.656
7	169.949
7	170.257
7	170.56
7	170.853
7	171.164
7	171.464
7	171.758
7	172.051
7	172.384
7	172.686
7	172.98
7	173.291
7	173.592
7	173.886
7	174.191
7	174.493
7	174.788
7	175.081
7	175.395
7	175.692
7	175.985
7	176.406
7	176.713
7	177.007
7	177.266
7	177.46
7	177.631
7	177.798
7	177.966
7	178.145
7	178.319
7	178.488
7	178.656
7	178.881
7	179.082
7	179.294
7	179.507
7	179.705
7	179.904
7	180.1
7	180.358
7	180.54
7	180.776
7	181.012
7	181.258
7	181.493
7	181.724
7	181.954
7	182.298
7	182.533
7	182.766
7	182.997
7	183.24
7	183.471
7	183.707
7	183.943
7	184.237
7	184.473
7	184.71
7	184.942
7	185.189
7	185.422
7	185.652
7	185.883
7	186.112
7	186.357
7	186.592
7	186.822
7	187.053
7	187.324
7	187.562
7	187.794
7	188.04
7	188.286
7	188.522
7	188.753
7	188.985
7	189.227
7	189.458
7	189.689
7	189.919
7	190.148
7	190.394
7	190.627
7	190.858
7	191.089
7	191.327
7	191.561
7	191.794
7	192.033
7	192.282
7	192.516
7	192.75
7	192.983
7	193.217
7	193.466
7	193.699
7	193.932
7	194.166
7	194.413
7	194.647
7	194.878
7	195.117
7	195.362
7	195.594
7	195.826
7	196.084
7	196.336
7	196.571
7	196.803
7	197.036
7	197.282
7	197.517
7	197.753
7	197.984
7	198.216
7	198.461
7	198.697
7	198.93
7	199.161
7	199.411
7	199.648
7	199.88
7	200.132
7	200.38
7	200.617
7	200.85
7	201.091
7	201.353
7	201.612
7	201.86
7	202.108
7	202.365
7	202.611
7	202.859
7	203.104
7	203.363
7	203.61
7	203.855
7	204.129
7	204.454
7	204.777
7	205.098
7	205.57
7	205.919
7	206.252
7	206.638
7	206.965
7	207.281
7	207.611
7	207.926
7	208.258
7	208.619
7	208.938
7	209.252
7	209.581
7	209.909
7	210.223
7	210.546
7	210.857
7	211.164
7	211.489
7	211.799
7	212.122
7	212.431
7	212.733
8	212.754
8	213.105
8	213.423
8	213.737
8	214.065
8	214.378
8	214.696
8	215.018
8	215.332
8	215.682
8	216.013
8	216.333
8	216.645
8	216.985
8	217.301
8	217.618
8	217.93
8	218.147
8	218.342
8	218.533
8	218.721
8	218.922
8	219.113
8	219.301
8	219.5
8	219.691
8	219.88
8	220.079
8	220.267
8	220.455
8	220.642
8	220.83
8	221.03
8	221.22
8	221.41
8	221.599
8	221.788
8	221.988
8	222.178
8	222.366
8	222.554
8	222.741
8	222.94
8	223.13
8	223.32
8	223.526
8	223.715
8	223.903
8	224.102
8	224.291
8	224.479
8	224.666
8	224.855
8	225.053
8	225.243
8	225.43
8	225.618
8	225.806
8	226.006
8	226.196
8	226.385
8	226.573
8	226.762
8	226.961
8	227.152
8	227.34
8	227.537
8	227.727
8	227.915
8	228.121
8	228.311
8	228.5
8	228.688
8	228.876
8	229.122
8	229.324
8	229.513
8	229.732
8	229.926
8	230.126
8	230.316
8	230.504
9	232.208
9	232.446
10	234.175
10	234.385
10	234.574
10	234.794
10	234.986
10	235.188
10	235.38
10	235.57
10	235.759
10	235.946
10	236.146
10	236.337
10	236.528
10	236.715
10	236.903
10	237.163
10	237.413
10	237.659
10	237.906
10	238.183
10	238.436
10	238.693
10	238.94
10	239.2
