0	1521637351	421682188
1	1521637352	204833852
2	1521637353	25549759
3	1521637353	862075292
4	1521637354	615445763
5	1521637357	412248847
6	1521637361	393978203
7	1521637362	537720163
8	1521637363	679879170
9	1521637364	522102968
10	1521637365	556405985
11	1521637366	250713791
12	1521637368	149460980
13	1521637371	438647415
14	1521637374	169854
15	1521637374	785740548
16	1521637375	622890853
17	1521637376	622614616
18	1521637377	560953483
19	1521637378	347013000
20	1521637379	221865113
21	1521637381	734990840
22	1521637384	937981448
23	1521637386	958242216
24	1521637387	905595915
25	1521637388	753104160
26	1521637389	554094516
27	1521637393	991521008
28	1521637396	821084599
29	1521637397	565674125
30	1521637398	531064808
31	1521637399	288340627
32	1521637400	201887216
33	1521637401	203815810
34	1521637404	180982169
35	1521637407	23662098
36	1521637409	153922406
37	1521637409	919391333
38	1521637410	737494448
39	1521637411	767354520
40	1521637412	634214550
41	1521637413	558966703
42	1521637414	348105086
43	1521637416	42248804
44	1521637417	554412336
45	1521637419	187083940
46	1521637420	452409650
47	1521637421	198725222
48	1521637421	932441135
49	1521637423	295739536
50	1521637427	126056067
51	1521637429	804726268
52	1521637430	377098899
53	1521637431	244156757
54	1521637432	80346152
55	1521637432	866584634
56	1521637434	61885071
57	1521637437	328270560
58	1521637440	35160684
59	1521637441	187984312
60	1521637441	933963005
61	1521637442	744003310
62	1521637443	406592580
63	1521637444	113607887
64	1521637444	842527198
65	1521637445	637712145
66	1521637446	412715948
67	1521637447	111180837
68	1521637447	794035648
69	1521637448	550743162
70	1521637449	215036693
71	1521637449	867032586
72	1521637450	592636681
73	1521637451	394644879
74	1521637452	260128606
75	1521637453	222605414
76	1521637453	941202057
77	1521637454	669187047
78	1521637455	348049884
79	1521637456	252396
80	1521637456	623911271
81	1521637457	330642121
82	1521637458	13457476
83	1521637458	796956713
84	1521637459	501316675
85	1521637460	358460005
86	1521637461	165443785
87	1521637461	996038198
88	1521637462	832039746
89	1521637463	583793652
90	1521637464	407534831
91	1521637465	94502384
92	1521637465	763084301
93	1521637466	525125020
94	1521637467	235591208
95	1521637467	939022515
96	1521637468	651589018
97	1521637469	300954531
98	1521637470	30719931
99	1521637470	746398745
100	1521637471	468510337
101	1521637472	162900603
102	1521637472	904239651
103	1521637473	614890029
104	1521637474	332201394
105	1521637475	126432829
106	1521637475	877639838
107	1521637476	611176345
108	1521637477	339513562
109	1521637478	263587751
110	1521637479	124329288
111	1521637479	805549120
112	1521637480	572451399
113	1521637481	221997769
114	1521637481	931299350
115	1521637482	790332350
116	1521637483	683930078
117	1521637484	485128031
118	1521637485	171546365
119	1521637487	391567929
120	1521637490	488579846
121	1521637492	653696397
122	1521637493	345071098
123	1521637494	195502649
124	1521637494	937545273
125	1521637495	875316163
126	1521637496	642333041
127	1521637497	377616998
128	1521637498	167688984
129	1521637499	97673054
130	1521637500	3734111
131	1521637500	696075256
132	1521637501	541108314
133	1521637502	399279559
134	1521637503	90811620
135	1521637503	898692162
136	1521637504	628502597
137	1521637505	398363174
138	1521637506	105396985
139	1521637507	99645731
140	1521637507	886141514
141	1521637508	588446394
142	1521637509	223438803
143	1521637509	871375204
144	1521637510	608003169
145	1521637511	457694605
146	1521637512	147411251
147	1521637512	788804052
148	1521637513	466867648
149	1521637514	220482542
150	1521637514	997152774
151	1521637515	845678776
152	1521637516	580533091
153	1521637517	614910827
154	1521637518	449196314
155	1521637519	373348489
156	1521637520	27964148
157	1521637520	831719315
158	1521637521	749339986
159	1521637522	702638089
160	1521637523	715551808
161	1521637524	548685679
162	1521637525	751491359
163	1521637529	709341612
164	1521637532	213708949
165	1521637535	9571642
166	1521637537	996904742
167	1521637539	412947723
168	1521637540	392603466
169	1521637541	510246749
170	1521637545	956891568
171	1521637549	285888662
172	1521637550	83831198
173	1521637550	815824705
174	1521637551	565937753
175	1521637552	221413633
176	1521637553	22317707
177	1521637553	927085439
178	1521637554	658972092
179	1521637555	534476852
180	1521637556	414937575
181	1521637557	243470131
182	1521637558	67710334
183	1521637558	886905299
184	1521637559	564745011
185	1521637560	379740109
186	1521637561	198188423
187	1521637561	966769945
188	1521637562	663940497
189	1521637563	439766813
190	1521637564	241784756
191	1521637564	988297048
192	1521637565	741107850
193	1521637566	595444745
194	1521637567	260683063
195	1521637568	12185795
196	1521637568	911367528
197	1521637569	936227182
198	1521637570	796493605
199	1521637571	572879877
200	1521637572	380541407
201	1521637573	111408914
202	1521637573	992479523
203	1521637574	921525118
204	1521637575	731685111
205	1521637577	270497153
206	1521637581	51866297
207	1521637583	370606314
208	1521637584	119287473
209	1521637584	979169960
210	1521637585	675771114
211	1521637586	609818075
212	1521637587	373207783
213	1521637588	235911913
214	1521637588	977522002
215	1521637589	712986608
216	1521637590	426527485
217	1521637591	163221387
218	1521637591	941264942
219	1521637592	666021621
220	1521637593	413142349
221	1521637594	568067008
222	1521637595	459567754
223	1521637596	134851578
224	1521637596	894055564
225	1521637597	983901097
226	1521637598	780840475
227	1521637599	441381316
228	1521637600	184814538
229	1521637600	886146290
230	1521637601	812481495
231	1521637602	509205173
232	1521637603	239974206
233	1521637604	527184299
234	1521637605	294390497
235	1521637605	971045993
236	1521637606	677734170
237	1521637607	676027053
238	1521637608	317229887
239	1521637609	177748426
240	1521637609	828074548
241	1521637610	555119010
242	1521637611	269050740
243	1521637612	74159378
244	1521637612	928775930
245	1521637613	564933647
246	1521637614	241925376
247	1521637614	980022219
248	1521637615	736544934
249	1521637616	414279596
250	1521637617	162314439
251	1521637617	800484529
252	1521637618	524023523
253	1521637619	205665298
254	1521637619	891143761
255	1521637620	679396012
256	1521637621	363924935
257	1521637622	288148865
258	1521637623	102660282
259	1521637624	48650043
260	1521637625	19721720
261	1521637625	707085659
262	1521637626	441829975
263	1521637627	142216497
264	1521637627	939661253
265	1521637628	761338491
266	1521637629	704318470
267	1521637630	542136251
268	1521637631	366617967
269	1521637632	38561706
270	1521637632	990905320
271	1521637633	779261900
272	1521637634	458903836
273	1521637635	144752028
274	1521637635	977889248
275	1521637636	658747546
276	1521637637	267424016
277	1521637637	986623570
278	1521637638	803226998
279	1521637639	474348266
280	1521637640	184890082
281	1521637640	971598651
282	1521637641	883259562
283	1521637642	563642237
284	1521637643	342092227
285	1521637643	960997411
286	1521637644	641548304
287	1521637645	551824482
288	1521637646	366191146
289	1521637647	114507698
290	1521637647	762734776
291	1521637648	416065507
292	1521637649	297627884
293	1521637650	107989042
294	1521637650	867533781
295	1521637651	591501199
296	1521637652	378899234
297	1521637653	298292261
